# JMH 1.13 (released 34 days ago)
# VM version: JDK 1.8.0_91, VM 25.91-b14
# VM invoker: /usr/lib/jvm/java-8-openjdk-amd64/jre/bin/java
# VM options: <none>
# Warmup: 25 iterations, 1 s each
# Measurement: 100 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: com.espressoprogrammer.foodscomposition.jmh.KCalConvertorComplexConvert.baseline

# Run progress: 0.00% complete, ETA 00:20:50
# Fork: 1 of 1
# Warmup Iteration   1: ≈ 10⁻⁶ ms/op
# Warmup Iteration   2: ≈ 10⁻⁶ ms/op
# Warmup Iteration   3: ≈ 10⁻⁶ ms/op
# Warmup Iteration   4: ≈ 10⁻⁶ ms/op
# Warmup Iteration   5: ≈ 10⁻⁶ ms/op
# Warmup Iteration   6: ≈ 10⁻⁶ ms/op
# Warmup Iteration   7: ≈ 10⁻⁶ ms/op
# Warmup Iteration   8: ≈ 10⁻⁶ ms/op
# Warmup Iteration   9: ≈ 10⁻⁶ ms/op
# Warmup Iteration  10: ≈ 10⁻⁶ ms/op
# Warmup Iteration  11: ≈ 10⁻⁶ ms/op
# Warmup Iteration  12: ≈ 10⁻⁶ ms/op
# Warmup Iteration  13: ≈ 10⁻⁶ ms/op
# Warmup Iteration  14: ≈ 10⁻⁶ ms/op
# Warmup Iteration  15: ≈ 10⁻⁶ ms/op
# Warmup Iteration  16: ≈ 10⁻⁶ ms/op
# Warmup Iteration  17: ≈ 10⁻⁶ ms/op
# Warmup Iteration  18: ≈ 10⁻⁶ ms/op
# Warmup Iteration  19: ≈ 10⁻⁶ ms/op
# Warmup Iteration  20: ≈ 10⁻⁶ ms/op
# Warmup Iteration  21: ≈ 10⁻⁶ ms/op
# Warmup Iteration  22: ≈ 10⁻⁶ ms/op
# Warmup Iteration  23: ≈ 10⁻⁶ ms/op
# Warmup Iteration  24: ≈ 10⁻⁶ ms/op
# Warmup Iteration  25: ≈ 10⁻⁶ ms/op
# Warmup Iteration  11: 0.169 ms/op
# Warmup Iteration  12: 0.169 ms/op
# Warmup Iteration  13: 0.180 ms/op
# Warmup Iteration  14: 0.170 ms/op
# Warmup Iteration  15: 0.171 ms/op
# Warmup Iteration  16: 0.171 ms/op
# Warmup Iteration  17: 0.169 ms/op
# Warmup Iteration  18: 0.168 ms/op
# Warmup Iteration  19: 0.174 ms/op
# Warmup Iteration  20: 0.171 ms/op
# Warmup Iteration  21: 0.170 ms/op
# Warmup Iteration  22: 0.167 ms/op
# Warmup Iteration  23: 0.171 ms/op
# Warmup Iteration  24: 0.169 ms/op
# Warmup Iteration  25: 0.173 ms/op
Iteration   1: 0.173 ms/op
Iteration   2: 0.170 ms/op
Iteration   3: 0.169 ms/op
Iteration   4: 0.168 ms/op
Iteration   5: 0.168 ms/op
Iteration   6: 0.168 ms/op
Iteration   7: 0.168 ms/op
Iteration   8: 0.174 ms/op
Iteration   9: 0.171 ms/op
Iteration  10: 0.171 ms/op
Iteration  11: 0.168 ms/op
Iteration  12: 0.170 ms/op
Iteration  13: 0.168 ms/op
Iteration  14: 0.168 ms/op
Iteration  15: 0.173 ms/op
Iteration  16: 0.173 ms/op
Iteration  17: 0.171 ms/op
Iteration  18: 0.170 ms/op
Iteration  19: 0.168 ms/op
Iteration  20: 0.173 ms/op
Iteration  21: 0.171 ms/op
Iteration  22: 0.172 ms/op
Iteration  23: 0.172 ms/op
Iteration  24: 0.173 ms/op
Iteration  25: 0.171 ms/op
Iteration  26: 0.172 ms/op
Iteration  27: 0.168 ms/op
Iteration  28: 0.170 ms/op
Iteration  29: 0.170 ms/op
Iteration  30: 0.170 ms/op
Iteration  31: 0.169 ms/op
Iteration  32: 0.171 ms/op
Iteration  33: 0.171 ms/op
Iteration  34: 0.171 ms/op
Iteration  35: 0.171 ms/op
Iteration  36: 0.171 ms/op
Iteration  37: 0.174 ms/op
Iteration  38: 0.171 ms/op
Iteration  39: 0.175 ms/op
Iteration  40: 0.171 ms/op
Iteration  41: 0.169 ms/op
Iteration  42: 0.169 ms/op
Iteration  43: 0.170 ms/op
Iteration  44: 0.171 ms/op
Iteration  45: 0.170 ms/op
Iteration  46: 0.170 ms/op
Iteration  47: 0.172 ms/op
Iteration  48: 0.191 ms/op
Iteration  49: 0.174 ms/op
Iteration  50: 0.176 ms/op
Iteration  51: 0.199 ms/op
Iteration  52: 0.210 ms/op
Iteration  53: 0.247 ms/op
Iteration  54: 0.217 ms/op
Iteration  55: 0.228 ms/op
Iteration  56: 0.227 ms/op
Iteration  57: 0.229 ms/op
Iteration  58: 0.229 ms/op
Iteration  59: 0.222 ms/op
Iteration  60: 0.219 ms/op
Iteration  61: 0.218 ms/op
Iteration  62: 0.224 ms/op
Iteration  63: 0.231 ms/op
Iteration  64: 0.189 ms/op
Iteration  65: 0.174 ms/op
Iteration  66: 0.169 ms/op
Iteration  67: 0.231 ms/op
Iteration  68: 0.189 ms/op
Iteration  69: 0.179 ms/op
Iteration  70: 0.177 ms/op
Iteration  71: 0.210 ms/op
Iteration  72: 0.182 ms/op
Iteration  73: 0.174 ms/op
Iteration  74: 0.176 ms/op
Iteration  75: 0.173 ms/op
Iteration  76: 0.169 ms/op
Iteration  77: 0.172 ms/op
Iteration  78: 0.195 ms/op
Iteration  79: 0.190 ms/op
Iteration  80: 0.181 ms/op
Iteration  81: 0.180 ms/op
Iteration  82: 0.183 ms/op
Iteration  83: 0.178 ms/op
Iteration  84: 0.178 ms/op
Iteration  85: 0.170 ms/op
Iteration  86: 0.171 ms/op
Iteration  87: 0.169 ms/op
Iteration  88: 0.172 ms/op
Iteration  89: 0.171 ms/op
Iteration  90: 0.170 ms/op
Iteration  91: 0.172 ms/op
Iteration  92: 0.170 ms/op
Iteration  93: 0.171 ms/op
Iteration  94: 0.171 ms/op
Iteration  95: 0.170 ms/op
Iteration  96: 0.166 ms/op
Iteration  97: 0.169 ms/op
Iteration  98: 0.166 ms/op
Iteration  99: 0.169 ms/op
Iteration 100: 0.172 ms/op


Result "sequentialStream":
  0.180 ±(99.9%) 0.006 ms/op [Average]
  (min, avg, max) = (0.166, 0.180, 0.247), stdev = 0.019
  CI (99.9%): [0.174, 0.187] (assumes normal distribution)


# Run complete. Total time: 00:21:01

Benchmark                                     Mode  Cnt   Score    Error  Units
KCalConvertorComplexConvert.baseline          avgt  100  ≈ 10⁻⁶           ms/op
KCalConvertorComplexConvert.forEach           avgt  100  11.629 ±  0.031  ms/op
KCalConvertorComplexConvert.forkJoinStream    avgt  100  31.499 ±  0.827  ms/op
KCalConvertorComplexConvert.parallelStream    avgt  100   4.105 ±  0.007  ms/op
KCalConvertorComplexConvert.sequentialStream  avgt  100  11.507 ±  0.027  ms/op
KCalConvertorConvert.baseline                 avgt  100  ≈ 10⁻⁶           ms/op
KCalConvertorConvert.forEach                  avgt  100   0.188 ±  0.003  ms/op
KCalConvertorConvert.forkJoinStream           avgt  100  30.074 ±  0.839  ms/op
KCalConvertorConvert.parallelStream           avgt  100   0.299 ±  0.001  ms/op
KCalConvertorConvert.sequentialStream         avgt  100   0.180 ±  0.006  ms/op
